ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2024
1_100_1003_6_2,Scope 1,Fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.21419
1_100_1003_6_3,Scope 1,Fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00019
1_100_1003_6_4,Scope 1,Fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00012
1_100_1004_15_1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e,2568.16441
1_100_1004_15_2,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e of CO2 per unit,2563.12000
1_100_1004_15_3,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e of CH4 per unit,3.85280
1_100_1004_15_4,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e of N2O per unit,1.19161
1_100_1004_1_1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e,2.04542
1_100_1004_1_2,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e of CO2 per unit,2.04140
1_100_1004_1_3,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e of CH4 per unit,0.00307
1_100_1004_1_4,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e of N2O per unit,0.00095
1_100_1004_7_1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e,0.20264
1_100_1004_7_2,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e of CO2 per unit,0.20223
1_100_1004_7_3,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e of CH4 per unit,0.00031
1_100_1004_7_4,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e of N2O per unit,0.00010
1_100_1004_6_1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e,0.18290
1_100_1004_6_2,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.18253
1_100_1004_6_3,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00028
1_100_1004_6_4,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00009
1_100_1005_15_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e,2590.46441
1_100_1005_15_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e of CO2 per unit,2585.42000
1_100_1005_15_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e of CH4 per unit,3.85280
1_100_1005_15_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e of N2O per unit,1.19161
1_100_1005_1_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e,2.06318
1_100_1005_1_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e of CO2 per unit,2.05916
1_100_1005_1_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e of CH4 per unit,0.00307
1_100_1005_1_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e of N2O per unit,0.00095
1_100_1005_7_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e,0.20440
1_100_1005_7_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e of CO2 per unit,0.20399
1_100_1005_7_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e of CH4 per unit,0.00031
1_100_1005_7_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e of N2O per unit,0.00010
1_100_1005_6_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e,0.18449
1_100_1005_6_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e of CO2 per unit,0.18412
1_100_1005_6_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00028
1_100_1005_6_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e of N2O per unit,0.00009
1_100_1006_15_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e,2578.24647
1_100_1006_15_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e of CO2 per unit,2575.70000
1_100_1006_15_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e of CH4 per unit,1.31040
1_100_1006_15_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e of N2O per unit,1.23607
1_100_1006_8_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e,0.94441
1_100_1006_8_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e of CO2 per unit,0.94348
1_100_1006_8_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e of CH4 per unit,0.00048
1_100_1006_8_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e of N2O per unit,0.00045
1_100_1006_7_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e,0.19917
1_100_1006_7_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e of CO2 per unit,0.19897
1_100_1006_7_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e of CH4 per unit,0.00010
1_100_1006_7_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e of N2O per unit,0.00010
1_100_1006_6_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e,0.18323
1_100_1006_6_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.18305
1_100_1006_6_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00009
1_100_1006_6_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00009
1_100_1007_15_1,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e,2997.63233
1_100_1007_15_2,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e of CO2 per unit,2993.40000
1_100_1007_15_3,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e of CH4 per unit,2.58720
1_100_1007_15_4,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e of N2O per unit,1.64513
1_100_1007_8_1,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e,1.54357
1_100_1007_8_2,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e of CO2 per unit,1.54140
1_100_1007_8_3,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e of CH4 per unit,0.00133
1_100_1007_8_4,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e of N2O per unit,0.00084
1_100_1007_7_1,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e,0.23257
1_100_1007_7_2,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e of CO2 per unit,0.23225
1_100_1007_7_3,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e of CH4 per unit,0.00020
1_100_1007_7_4,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e of N2O per unit,0.00012
1_100_1007_6_1,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e,0.21411
1_100_1007_6_2,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.21381
1_100_1007_6_3,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00018
1_100_1007_6_4,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00012
1_101_1008_15_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e,3193.69480
1_101_1008_15_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e of CO2 per unit,3127.67000
1_101_1008_15_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e of CH4 per unit,39.52480
1_101_1008_15_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e of N2O per unit,26.50000
1_101_1008_8_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e,2.33116
1_101_1008_8_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e of CO2 per unit,2.28297
1_101_1008_8_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e of CH4 per unit,0.02885
1_101_1008_8_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e of N2O per unit,0.01934
1_101_1008_7_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e,0.25666
1_101_1008_7_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e of CO2 per unit,0.25135
1_101_1008_7_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e of CH4 per unit,0.00318
1_101_1008_7_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e of N2O per unit,0.00213
1_101_1008_6_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e,0.24382
1_101_1008_6_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.23878
1_101_1008_6_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00301
1_101_1008_6_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00203
1_101_1009_15_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e,3178.36520
1_101_1009_15_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e of CO2 per unit,3149.67000
1_101_1009_15_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e of CH4 per unit,2.19520
1_101_1009_15_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e of N2O per unit,26.50000
1_101_1009_8_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e,2.54269
1_101_1009_8_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e of CO2 per unit,2.51973
1_101_1009_8_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e of CH4 per unit,0.00176
1_101_1009_8_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e of N2O per unit,0.02120
1_101_1009_7_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e,0.26061
1_101_1009_7_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e of CO2 per unit,0.25826
1_101_1009_7_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e of CH4 per unit,0.00018
1_101_1009_7_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e of N2O per unit,0.00217
1_101_1009_6_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e,0.24758
1_101_1009_6_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.24535
1_101_1009_6_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00017
1_101_1009_6_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00206
1_101_1010_15_1,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e,3165.04181
1_101_1010_15_2,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e of CO2 per unit,3149.67000
1_101_1010_15_3,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e of CH4 per unit,8.40000
1_101_1010_15_4,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e of N2O per unit,6.97181
1_101_1010_8_1,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e,2.54015
1_101_1010_8_2,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e of CO2 per unit,2.52782
1_101_1010_8_3,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e of CH4 per unit,0.00674
1_101_1010_8_4,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e of N2O per unit,0.00559
1_101_1010_7_1,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e,0.25975
1_101_1010_7_2,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e of CO2 per unit,0.25849
1_101_1010_7_3,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e of CH4 per unit,0.00069
1_101_1010_7_4,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e of N2O per unit,0.00057
1_101_1010_6_1,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e,0.24677
1_101_1010_6_2,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e of CO2 per unit,0.24557
1_101_1010_6_3,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00066
1_101_1010_6_4,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e of N2O per unit,0.00054
1_101_1011_15_1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e,3014.09462
1_101_1011_15_2,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e of CO2 per unit,2974.86000
1_101_1011_15_3,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e of CH4 per unit,0.34720
1_101_1011_15_4,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e of N2O per unit,38.88742
1_101_1011_8_1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e,2.51279
1_101_1011_8_2,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e of CO2 per unit,2.47960
1_101_1011_8_3,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e of CH4 per unit,0.00029
1_101_1011_8_4,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e of N2O per unit,0.03290
1_101_1011_7_1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e,0.25403
1_101_1011_7_2,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e of CO2 per unit,0.25070
1_101_1011_7_3,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e of CH4 per unit,0.00003
1_101_1011_7_4,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e of N2O per unit,0.00330
1_101_1011_6_1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e,0.23902
1_101_1011_6_2,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e of CO2 per unit,0.23590
1_101_1011_6_3,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00002
1_101_1011_6_4,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e of N2O per unit,0.00310
1_101_1012_15_1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e,3203.91143
1_101_1012_15_2,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e of CO2 per unit,3164.33000
1_101_1012_15_3,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e of CH4 per unit,0.34720
1_101_1012_15_4,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e of N2O per unit,39.23423
1_101_1012_8_1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e,2.66155
1_101_1012_8_2,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e of CO2 per unit,2.62818
1_101_1012_8_3,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e of CH4 per unit,0.00029
1_101_1012_8_4,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e of N2O per unit,0.03308
1_101_1012_7_1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e,0.26808
1_101_1012_7_2,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e of CO2 per unit,0.26475
1_101_1012_7_3,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e of CH4 per unit,0.00003
1_101_1012_7_4,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e of N2O per unit,0.00330
1_101_1012_6_1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e,0.25197
1_101_1012_6_2,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e of CO2 per unit,0.24886
1_101_1012_6_3,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e of CH4 per unit,0.00002
1_101_1012_6_4,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e of N2O per unit,0.00309
1_101_1013_15_1,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e,3228.89019
1_101_1013_15_2,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e of CO2 per unit,3216.38000
1_101_1013_15_3,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e of CH4 per unit,5.38720
1_101_1013_15_4,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e of N2O per unit,7.12299
1_101_1013_8_1,Scope 1,Fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e,3.17493
